Account_ID,VASP_ID,VASP_Name,Routing_Type,Local_Routing,BIC,IBAN,Account_Number,Bank_ID,Bank_Name,Bank_Role,Account_Country
b4649d74-e8fe-4ffd-bf9d-7a0f7a2f9f2a,b359a823-691c-47c2-88d4-e071119d30ec,Gemini,SWIFT,,CUESUS33XXX,,9868613,843d292c-f08d-4005-8e26-cf3cb50dfbed,Customers Bank,Custodian,USA
d3aba546-5685-4052-b0b3-2286e1497a60,c3544c3b-d739-4928-bc69-6192efce5c5c,Guardarian,IBAN,,NEUALT21XXX,LT333080020000000699,3080020000000699,90f596d6-0bbe-4846-b97b-be3b32a5f135,UAB NexPay,Custodian,LTU
cf084472-ac62-4a65-abec-30f7acf9ee74,c3544c3b-d739-4928-bc69-6192efce5c5c,Guardarian,IBAN,,CLJUGB21XXX,GB33CLJU04130729903054,CLJU04130729903054,e380afe1-cf1e-46c3-8fc5-1178d59ff12e,Clear Junction Limited,Custodian,GBR
dc54db22-0807-449a-b75f-20dfee898c0f,a2112108-2978-4522-85a6-0a8c50344013,HTX,IBAN,,CLJUGB21XXX,GB36CLJU04130729902612,CLJU04130729902612,e380afe1-cf1e-46c3-8fc5-1178d59ff12e,Clear Junction Limited,Custodian,GBR
a58104ba-aa73-4b0b-9831-8688a6f67846,c9d37d78-6695-47a2-a210-c32fd90d56e3,IG Group,SWIFT,,HSBCHKHHHKH,,741-183206-201,35526831-fbf4-4e2f-8c52-efe7a7019318,The Hongkong and Shanghai Banking Corporation Limited,Custodian,HKG
d1ff2a26-e623-4a8c-ab49-b61a088e359b,c9d37d78-6695-47a2-a210-c32fd90d56e3,IG Group,SWIFT,,HSBCHKHHHKH,,741-183206-001,35526831-fbf4-4e2f-8c52-efe7a7019318,The Hongkong and Shanghai Banking Corporation Limited,Custodian,HKG
9cf8c177-349b-4d71-8511-a31dfa4aebf9,c9d37d78-6695-47a2-a210-c32fd90d56e3,IG Group,SWIFT,,HSBCHKHHHKH,,741-183206-220,35526831-fbf4-4e2f-8c52-efe7a7019318,The Hongkong and Shanghai Banking Corporation Limited,Custodian,HKG
a2d2795b-8a1c-4135-af1f-ce0ecdcd23e2,c9d37d78-6695-47a2-a210-c32fd90d56e3,IG Group,SWIFT,,HSBCHKHHHKH,,741-183206-202,35526831-fbf4-4e2f-8c52-efe7a7019318,The Hongkong and Shanghai Banking Corporation Limited,Custodian,HKG
76351b7a-4382-4058-a6ad-b6328a274363,c9d37d78-6695-47a2-a210-c32fd90d56e3,IG Group,SWIFT,,HSBCHKHHHKH,,741-183206-203,35526831-fbf4-4e2f-8c52-efe7a7019318,The Hongkong and Shanghai Banking Corporation Limited,Custodian,HKG
1507ca4d-27b5-4b6b-91cc-b8027b75c5af,c9d37d78-6695-47a2-a210-c32fd90d56e3,IG Group,SWIFT,,HSBCHKHHHKH,,741-183206-216,35526831-fbf4-4e2f-8c52-efe7a7019318,The Hongkong and Shanghai Banking Corporation Limited,Custodian,HKG
2839b2f3-8992-4ee9-8d61-2c8e1e967f2e,c9d37d78-6695-47a2-a210-c32fd90d56e3,IG Group,SWIFT,001-9496,SCBLSG22XXX,,010-6458-094,00b4ef10-ec77-4484-87a2-4693751b282b,Standard Chartered Bank,Custodian,SGP
49446680-4df5-4587-a22f-d8029ed89ff9,c9d37d78-6695-47a2-a210-c32fd90d56e3,IG Group,SWIFT,001-9496,SCBLSG22XXX,,010-6458-108,00b4ef10-ec77-4484-87a2-4693751b282b,Standard Chartered Bank,Custodian,SGP
66bfafdb-9887-4aa3-a776-1cd225ed8346,c9d37d78-6695-47a2-a210-c32fd90d56e3,IG Group,SWIFT,001-9496,SCBLSG22XXX,,010-6458-175,00b4ef10-ec77-4484-87a2-4693751b282b,Standard Chartered Bank,Custodian,SGP
179c93ee-f47b-417b-be36-6d5664660ece,c9d37d78-6695-47a2-a210-c32fd90d56e3,IG Group,SWIFT,001-9496,SCBLSG22XXX,,010-6458-264,00b4ef10-ec77-4484-87a2-4693751b282b,Standard Chartered Bank,Custodian,SGP
324a7d64-a83a-424c-829d-5417f7606eff,c9d37d78-6695-47a2-a210-c32fd90d56e3,IG Group,SWIFT,001-9496,SCBLSG22XXX,,010-6458-418,00b4ef10-ec77-4484-87a2-4693751b282b,Standard Chartered Bank,Custodian,SGP
31e0f579-834d-49b4-9c88-53e3ccd41ab1,c9d37d78-6695-47a2-a210-c32fd90d56e3,IG Group,SWIFT,001-9496,SCBLSG22XXX,,010-6458-515,00b4ef10-ec77-4484-87a2-4693751b282b,Standard Chartered Bank,Custodian,SGP
97fd81fe-ba4c-4acb-866a-8c0618a90236,d503453c-dc3b-44f9-b281-3f0f1f79420a,Interactive Brokers,IBAN,,CHASDEFXXXX,DE72501108006231412815,501108006231412815,b4617f8d-d069-4fd4-aa04-2081cc0a1907,J.P. Morgan,Custodian,DEU
08294ed9-27eb-4839-b483-b94e2dfb262b,d57617ed-fd54-461f-8b61-57cbe82fcb9d,Kraken,IBAN,,BCIRLULLXXX,LU474080000053453945,4080000053453945,8ba37723-44f4-4f9b-89b4-10c00916bec8,Banking Circle S.A.,Custodian,LUX
6d8d7b57-4247-4b3d-bdbf-548a939cce8b,18fe7739-869e-43b4-84c1-7eefe19b8e82,Kriptomat,IBAN,,HLONSI22XXX,SI56600000000858521,600000000858521,25ff1500-4092-422a-986d-3011a1b10d2a,HRANILNICA LON D.D.,Custodian,SVN
e5165ac2-f6b4-4677-90fb-3b54faff45ee,18fe7739-869e-43b4-84c1-7eefe19b8e82,Kriptomat,IBAN,,INCOCHZZXXX,CH3808799964700100814,08799964700100814,f7fc7358-fe74-467e-875c-dc154228ad0c,InCore Bank AG,Custodian,CHE
b60001d8-ad82-4715-ae52-dbe4763f74c9,18fe7739-869e-43b4-84c1-7eefe19b8e82,Kriptomat,IBAN,,NEUALT21XXX,LT603080020000000310,3080020000000310,90f596d6-0bbe-4846-b97b-be3b32a5f135,UAB NexPay,Custodian,LTU
66ab90b2-2593-44b6-bed5-930a4f89ad1e,95814c16-b395-4610-b494-7dabb16f88f7,Kucoin,IBAN,,HRSAFR22XXX,FR7617478000010008568054361,17478000010008568054361,7c053f2a-f6a3-462c-8a08-a689a61e34fb,HARMONIIE SAS,Custodian,FRA
15d2e392-b008-4355-a7be-2a41cdb25867,f4e5aa00-3b54-48e5-85c0-fdd72b4377d9,Kuna,IBAN,,CLJUGB21XXX,GB74CLJU00997129900296,CLJU00997129900296,e380afe1-cf1e-46c3-8fc5-1178d59ff12e,Clear Junction Limited,Custodian,GBR
6dd4342a-7a42-4c02-b7d7-98cec30ee4c9,c89c35f1-4350-4351-b9ec-87d07f3a52fb,LCX,IBAN,,INCOCHZZXXX,CH6108799927511780814,08799927511780814,f7fc7358-fe74-467e-875c-dc154228ad0c,InCore Bank AG,Custodian,CHE
eac2ed4b-95f6-40ee-84b1-3c07622aa02e,c89c35f1-4350-4351-b9ec-87d07f3a52fb,LCX,IBAN,,CLJUGB21XXX,GB10CLJU00997129900381,CLJU00997129900381,e380afe1-cf1e-46c3-8fc5-1178d59ff12e,Clear Junction Limited,Custodian,GBR
198d5272-77a4-4f62-b431-12d2b46da865,53ca0b28-cf89-453c-80f2-0e5fe56ca50e,LUNO,SWIFT,051001,SBZAZAJJXXX,,51410583,817eb9c8-53d9-4f33-a9cc-6cd132eabc54,Standard bank,Custodian,ZAF
3ec216f4-6d67-42a8-9db1-68dc7fb7b720,ae74106e-d8b9-48dd-8605-0585d7376d30,MEXC,IBAN,,UAPULT22XXX,LT813120023810006224,3120023810006224,58ffc609-4ca0-4ccb-9430-6f94851ed618,UAB PAYTEND EUROPE,Custodian,LTU
032d13a3-2e2b-4227-a4ed-0a945c5da307,bb1d8e77-e654-4a66-9d0e-33e4811da598,MetaMask,IBAN,,CLJUGB21XXX,GB21CLJU04130729902979,CLJU04130729902979,e380afe1-cf1e-46c3-8fc5-1178d59ff12e,Clear Junction Limited,Custodian,GBR
0b71a7ac-f0cc-470e-8c9f-abda86de25d7,0b71a7ac-f0cc-470e-8c9f-abda86de25d7,OKX,IBAN,,CFTEMTM1XXX,MT76CFTE28004000000000003962596,CFTE28004000000000003962596,d1f0cf7c-e71f-4118-b8e6-9db149eb0194,OPENPAYD FINANCIAL SERVICES MALTA LTD,Custodian,MLT
25ea1afd-098a-4344-a446-b34691e26095,983a19d7-431d-481e-84ed-828b0d430d16,Plus500,IBAN,,DEUTDEFFXXX,DE97500700100095835500,500700100095835500,5ae4ece3-a13c-4848-abc3-d676ca3db302,Deutsche Bank AG,Custodian,LTU
541fd7cb-96ae-4475-a27d-89700108e687,089d040e-b144-4f63-b784-30145874ae90,Revolut,Sort Code,04-29-09,,,57251991,c4914fb8-0131-472f-8483-6adc51da4e3f,REVOLUT LTD,Custodian,GBR
d9a32249-6de8-451d-a0ef-4ffe39634671,089d040e-b144-4f63-b784-30145874ae90,Revolut,IBAN,,REVOGB21XXX,GB18REVO00997042471493,REVO00997042471493,c4914fb8-0131-472f-8483-6adc51da4e3f,REVOLUT LTD,Custodian,GBR
a1787376-6c13-4570-816c-dc6eb8897423,b68a8121-ef61-4ded-b035-699a263e2964,Robinhood,IBAN,,BCIRLULLXXX,LU264080000026391032,4080000026391032,8ba37723-44f4-4f9b-89b4-10c00916bec8,Banking Circle S.A.,Custodian,LUX
ea4a857e-c6cc-49cc-bfcc-ed8a27efdfcd,b68a8121-ef61-4ded-b035-699a263e2964,Robinhood,IBAN,,BCIRLULLXXX,LU924080000053940463,4080000053940463,8ba37723-44f4-4f9b-89b4-10c00916bec8,Banking Circle S.A.,Custodian,LTU
35faf2a9-a020-4e0f-8e6d-58feaa6c1fdb,cbe4dcfb-03e1-48c3-8eb7-67e948a6acf9,Saxo bank,SWIFT,,HSBCSGSGXXX,,811145341002,35526831-fbf4-4e2f-8c52-efe7a7019318,The Hongkong and Shanghai Banking Corporation Limited,Custodian,SGP
221d3737-de80-4dd6-bd11-8a641e83775e,cbe4dcfb-03e1-48c3-8eb7-67e948a6acf9,Saxo bank,SWIFT,,HBMBMYKLXXX,,105871883102,1d3ec047-5ab7-4630-9575-2696594d4c15,HSBC Bank Malaysia Berhad,Custodian,MYS
52023260-0224-456c-a228-bf1ddda4cbdc,cbe4dcfb-03e1-48c3-8eb7-67e948a6acf9,Saxo bank,SWIFT,,HBMBMYKLXXX,,105871883101,1d3ec047-5ab7-4630-9575-2696594d4c15,HSBC Bank Malaysia Berhad,Custodian,MYS
e7f61dfc-17cd-4334-b1a4-690cb8252b6c,cbe4dcfb-03e1-48c3-8eb7-67e948a6acf9,Saxo bank,SWIFT,,HSBCHKHHHKH,,808192298001,ef4e0df3-42a2-4615-92fb-1c7091ab728b,HSBC Hong Kong,Custodian,HKG
13a06b07-8f78-4d28-98b7-52bf016cc8d0,cbe4dcfb-03e1-48c3-8eb7-67e948a6acf9,Saxo bank,SWIFT,,HSBCHKHHHKH,,808192298201,ef4e0df3-42a2-4615-92fb-1c7091ab728b,HSBC Hong Kong,Custodian,HKG
5fb317aa-1095-46ba-b080-55ce8f719dcb,2e68f51d-b12f-46ef-9bb1-e62c1d283d24,SpectroCoin,IBAN,,UAPELT22XXX,LT783550020000002676,3550020000002676,8b63a399-9dcd-4b36-a052-c685aed25d56,UAB Pervesk,Custodian,LTU
d5fe2481-480a-41bd-a75f-d04a3c3414d4,b32be4a9-2f8b-478a-99f6-7290d3fd4479,Stripe,SWIFT,,WFBIUS6SXXX,,40630147583489907,7cb1950e-f640-4bd5-a745-ec7414df2306,"WELLS FARGO BANK, N.A.",Custodian,USA
d24f4644-d78e-410f-ae19-d70878124a73,b32be4a9-2f8b-478a-99f6-7290d3fd4479,Stripe,ABA,121000248,,,40630147583489907,7cb1950e-f640-4bd5-a745-ec7414df2306,"WELLS FARGO BANK, N.A.",Custodian,USA
8046f0e1-72df-4882-94d7-f98940c53953,c257bf8f-6054-49fc-b75e-73299660b2b7,SwissBorg,Sort Code,04-06-79,,,00206091,cbd49367-90f8-4380-8234-ecf9df48f672,Settlego Solutions Ltd Trading As Openpayd,Custodian,GBR
c0aceefc-e32f-49fb-acd0-1737d4b695a2,c257bf8f-6054-49fc-b75e-73299660b2b7,SwissBorg,IBAN,,LHVBEE22XXX,EE067777000017092092,7777000017092092,e70c8cfd-d51b-4117-a3f2-2fe3d16f3b0c,AS LHV PANK,Custodian,EST
8d7302f7-75dc-4f24-9a8a-a47d919acce0,c75dbfc3-230d-41a8-8f7a-2eaebe9b510b,Swissquote,IBAN,,UBSWCHZH80A,CH43002302300128957SM,002302300128957SM,02de82e7-8f9f-4e3c-b1c1-3c0e050e3191,UBS Group AG,Intermediary,CHE
66e6e9f0-d669-4c35-8d3c-877abe033b28,c75dbfc3-230d-41a8-8f7a-2eaebe9b510b,Swissquote,IBAN,,UBSWCHZH80A,CH52002302300128957AB,002302300128957AB,02de82e7-8f9f-4e3c-b1c1-3c0e050e3191,UBS Group AG,Intermediary,CHE
3c8bed5c-40a0-4440-8c9a-2b579df414e0,c75dbfc3-230d-41a8-8f7a-2eaebe9b510b,Swissquote,IBAN,,UBSWCHZH80A,CH44002302300128958KJ,002302300128958KJ,02de82e7-8f9f-4e3c-b1c1-3c0e050e3191,UBS Group AG,Intermediary,CHE
2b40896e-f892-4cb7-bc01-68d4007845a7,c75dbfc3-230d-41a8-8f7a-2eaebe9b510b,Swissquote,IBAN,,UBSWCHZH80A,CH860023023001289577E,0023023001289577E,02de82e7-8f9f-4e3c-b1c1-3c0e050e3191,UBS Group AG,Intermediary,CHE
31fde692-9ee6-4bcd-8ac0-0e7bd9b1a9ad,c75dbfc3-230d-41a8-8f7a-2eaebe9b510b,Swissquote,IBAN,,UBSWCHZH80A,CH40002302300128957EL,002302300128957EL,02de82e7-8f9f-4e3c-b1c1-3c0e050e3191,UBS Group AG,Intermediary,CHE
7784c569-d3f4-40f3-8099-87598f384887,c75dbfc3-230d-41a8-8f7a-2eaebe9b510b,Swissquote,IBAN,,UBSWCHZH80A,CH540023023001289576B,0023023001289576B,02de82e7-8f9f-4e3c-b1c1-3c0e050e3191,UBS Group AG,Intermediary,CHE
611b25cc-a0b2-4636-9831-59a1dab08da8,c75dbfc3-230d-41a8-8f7a-2eaebe9b510b,Swissquote,IBAN,,UBSWCHZH80A,CH700023023001289571T,0023023001289571T,02de82e7-8f9f-4e3c-b1c1-3c0e050e3191,UBS Group AG,Intermediary,CHE
fd35c3b7-beec-474d-a217-fa2ff7ebc89a,c75dbfc3-230d-41a8-8f7a-2eaebe9b510b,Swissquote,IBAN,,UBSWCHZH80A,CH84002302300128957BE,002302300128957BE,02de82e7-8f9f-4e3c-b1c1-3c0e050e3191,UBS Group AG,Intermediary,CHE
